# Cell    Level    n_HI          T        v_x      v_y      v_z      n_d
# index  ----------------------------------------------------------------
#                 [cm-3]        [K]      [km/s]   [km/s]   [km/s]  ["cm-3"]
#------------------------------------------------------------------------
   27       4    4.56E-02    9.41E+04     9.7     -7.2      1.5     0.0
   28       4    3.30E-01    1.14E+05     4.9     -3.3     -0.4     0.0
   29       4    1.00E-01    8.66E+04     7.3      5.9      4.7     0.0
   30       4    7.55E-02    6.32E+04    -8.6      2.7      9.3     0.0
   31       4    6.05E-02    2.42E+04     0.2     -7.4     -9.5     0.0
   32       4    7.19E-01    1.60E+05     3.7      9.1      0.2     0.0
   33       4    8.97E-01    1.23E+04    -5.8      3.0     -5.7     0.0
   34       5    6.58E+01    1.90E+04    -9.2      7.4      7.9     0.0
   35       5    1.50E+01    3.12E+04     7.5      0.9      0.3     0.0
   36       5    6.12E+00    8.09E+04     9.0     -0.9      2.6     0.0
   37       5    9.78E+01    5.73E+04     7.4     -0.0      5.2     0.0
   38       5    9.99E+01    8.26E+04     8.5     -1.5     -4.7     0.0
   39       5    2.56E+01    2.86E+04     1.2      8.7      7.8     0.0
   40       5    5.50E+01    1.60E+04     2.3      5.0      3.2     0.0
   41       5    6.59E-01    3.30E+04     0.9      3.2      5.5     0.0
   42       3    5.54E-03    2.65E+05     3.7      0.5      2.0     0.0
   43       2    9.77E-02    5.44E+05     8.4      9.4     -7.4     0.0
   44       1    9.01E-04    5.53E+05    -9.1      4.7     -9.5     0.0
   45       1    6.57E-05    1.61E+06    -9.0      7.3     -3.2     0.0
   46       1    7.28E-03    1.48E+06     7.4      8.5      7.3     0.0
   47       2    4.02E-03    1.04E+06     7.9      0.2      0.9     0.0
   48       2    9.28E-02    6.14E+05     2.9      3.7      0.7     0.0
   49       5    1.47E+01    4.06E+04    -5.0      5.9      0.4     0.0
   50       5    6.74E-01    9.01E+04     0.5     -9.3     -1.1     0.0
   51       5    7.69E-01    9.42E+04     4.7     -7.7      8.0     0.0
   52       5    3.39E+01    1.56E+04    -3.0      9.0      5.4     0.0
   53       5    1.15E-01    9.36E+04    -2.2      7.0      3.9     0.0
   54       5    6.14E-01    1.35E+04    -3.5      8.0      0.9     0.0
   55       5    8.20E+01    3.71E+04     3.4     -1.1      9.0     0.0
   56       5    9.47E+02    3.21E+04     4.7     -2.8     -4.5     0.0
   57       4    7.31E-02    7.14E+05     6.3      0.5     -7.7     0.0
   58       4    4.97E-01    7.29E+04     7.5      3.3      8.0     0.0
   59       4    3.74E-01    3.78E+05     7.2      8.0      0.2     0.0
   60       4    4.21E-02    8.28E+05    -7.7      9.9      3.5     0.0
   61       4    5.52E-01    9.53E+05    -5.9      9.4      5.4     0.0
   62       4    9.97E+00    3.08E+04     6.3      7.7      9.7     0.0
   63       4    9.90E-01    5.79E+05     1.7     -7.8     -7.3     0.0
   64       3    7.46E-02    2.33E+05     6.0     -2.0      9.5     0.0
   65       4    9.53E-01    8.44E+04     1.0      5.3      7.2     0.0
   66       5    3.27E+01    2.58E+04     6.0      0.5      8.7     0.0
   67       5    7.34E-01    8.39E+04     9.1      4.9      1.9     0.0
   68       5    7.51E+01    5.37E+04    -1.8      3.7     -2.3     0.0
   69       5    9.46E+01    6.21E+04    -7.5      2.9     -0.7     0.0
   70       5    7.06E+01    4.90E+04     4.3      3.7      3.0     0.0
   71       5    8.13E-01    2.84E+04     2.0      3.8      8.0     0.0
   72       5    5.58E-01    2.35E+04     0.9      4.1      9.0     0.0
   73       5    1.70E+01    6.51E+04     4.4      6.2      9.1     0.0
   74       4    4.80E+00    6.07E+04     0.7     -7.0      7.8     0.0
   75       5    5.97E-01    3.98E+04     2.8     -7.3      7.5     0.0
   76       5    1.37E+01    8.48E+04    -6.0      7.8      2.3     0.0
   77       5    5.87E+01    6.37E+04     0.3      5.9      5.0     0.0
   78       5    5.19E+01    2.58E+04     4.5      6.9     -0.9     0.0
   79       5    8.85E+00    3.58E+04     1.9      1.7      4.4     0.0
   80       5    3.03E-01    5.61E+04     6.7     -6.7     -3.7     0.0
   81       5    6.69E-01    1.21E+04     3.9      1.2      2.8     0.0
   82       5    6.64E+01    9.78E+04     4.7      6.5      3.0     0.0
   83       4    5.03E-01    3.83E+04    -6.8      9.0      3.3     0.0
   84       4    2.61E-01    7.20E+04    -2.1     -1.4      4.5     0.0
   85       4    6.55E-01    3.58E+05     9.2      7.3     -6.9     0.0
   86       4    1.01E-02    9.09E+04     1.0      4.2      7.7     0.0
   87       4    5.49E-01    5.43E+04     0.3      2.3      7.9     0.0
   88       4    3.75E-01    9.59E+05     7.8      0.3      7.7     0.0
   89       4    5.14E-02    9.29E+04    -2.9     -4.4     -5.8     0.0
   90       4    7.92E-02    6.33E+04    -8.9      0.6     -6.1     0.0
   91       4    6.20E-02    2.95E+05     6.7      2.7     -1.2     0.0
   92       4    7.73E-01    1.74E+05     3.7      6.7      6.0     0.0
   93       4    9.53E-02    8.42E+04     6.2      0.7      1.3     0.0
   94       4    1.14E-02    6.18E+04     4.5      4.5      6.8     0.0
   95       3    3.18E-03    7.05E+05     5.0     -1.6     -9.9     0.0
   96       3    5.96E-03    2.42E+05     6.4      6.1      1.9     0.0
   97       3    8.15E-02    7.97E+04     4.3      3.6      7.7     0.0
   98       3    1.14E-02    3.91E+05    -0.2      4.1      4.7     0.0
   99       2    2.15E-03    1.09E+05     1.3      6.6      2.2     0.0
  100       2    1.00E-04    7.53E+06    -0.3     -2.9     -0.5     0.0
  101       2    3.34E-03    9.79E+05    -0.4     -9.1      4.0     0.0
  102       2    2.46E-03    7.00E+05    -4.6      1.7      0.4     0.0
  103       2    4.43E-02    5.25E+05     5.7      0.4     -2.3     0.0
  104       1    2.08E-04    7.52E+05     3.7      7.2     -6.2     0.0
  105       2    5.66E-04    6.47E+05     3.7      2.0     -0.3     0.0
  106       2    4.31E-03    8.71E+06    -7.5      8.4      4.3     0.0
  107       2    4.20E-03    8.30E+05     2.6      6.0      1.4     0.0
  108       2    3.97E-04    9.57E+04     1.1      3.2      6.6     0.0
  109       2    9.76E-03    2.22E+05     2.6      6.6      3.7     0.0
  110       2    6.92E-02    5.79E+05    -7.1      4.0      4.7     0.0
  111       2    9.43E-04    9.90E+04     2.6      5.4      6.7     0.0
  112       4    1.29E-01    8.39E+05    -5.9     -6.1     -2.5     0.0
  113       4    6.77E-01    1.74E+05     0.1      4.6      9.6     0.0
  114       4    8.39E-02    7.09E+04     7.7      0.3      1.1     0.0
  115       4    6.78E+00    3.01E+05     3.4      1.4      0.6     0.0
  116       4    5.81E-02    5.04E+05     4.2     -0.6      7.1     0.0
  117       4    7.33E-01    9.16E+04     5.0      0.2     -2.6     0.0
  118       4    1.16E-01    6.88E+04     3.4      4.9     -8.9     0.0
  119       4    8.40E-01    7.56E+04     3.0      5.1      6.1     0.0
  120       3    8.34E-03    9.32E+05    -2.2      3.0      3.7     0.0
  121       3    7.46E-02    5.00E+05    -9.6     -3.7      6.4     0.0
  122       3    8.43E-02    4.98E+05     8.0     -7.2      4.2     0.0
  123       3    5.28E-03    9.49E+04     3.4      2.8      5.0     0.0
  124       3    6.65E-03    1.71E+05     5.1      1.6      6.4     0.0
  125       3    7.30E-02    6.88E+05    -0.6     -2.3     -4.0     0.0
  126       3    4.10E-03    3.06E+05     9.3      7.6      0.2     0.0
  127       0    3.55E-06    7.35E+06     4.4      2.4     11.6     0.0
  128       0    7.35E-05    7.52E+06     3.6     15.5    -10.0     0.0
  129       0    4.71E-06    3.95E+06     5.2     10.6      0.4     0.0
  130       0    4.62E-06    7.78E+06     5.9     17.4     14.1     0.0
  131       0    7.59E-05    8.96E+06    29.1    -23.0    -25.6     0.0
  132       0    7.02E-06    7.79E+06    24.0    -24.1      3.3     0.0
  133       0    2.57E-05    6.80E+06    23.7    -25.0     23.4     0.0
  134       0    9.37E-06    3.11E+06    15.2     -3.0    -17.6     0.0
  135       1    4.56E-05    5.22E+06     5.8      3.4      2.2     0.0
  136       1    8.08E-04    5.05E+05     2.6     -2.3      1.9     0.0
  137       1    9.08E-03    4.38E+06     6.3      4.1     -2.1     0.0
  138       1    6.94E-05    5.87E+06     0.6     -6.7      7.0     0.0
  139       1    2.19E-04    2.97E+05    14.4      3.9     -2.7     0.0
  140       1    8.54E-04    2.94E+05    11.5     -2.8      5.2     0.0
  141       1    7.44E-04    3.78E+06    16.6      0.1     -0.8     0.0
  142       1    3.01E-05    9.74E+06    13.4     -1.2      7.6     0.0
  143       0    6.71E-05    7.28E+06    14.0      4.8     13.3     0.0
  144       0    6.18E-07    7.58E+06    26.1     23.5    -24.6     0.0
  145       0    9.67E-06    3.09E+06    22.0     25.2      5.4     0.0
  146       0    9.90E-08    2.46E+06    29.0     25.5     23.5     0.0
